,,,,,,,w,dV/dw,V cum,dS/dw,S cum,,,P/P0,Amount Adsorbed,Fit,Isotherm 2 >>,,P/P0,Amount Adsorbed,Fit,
,,,,,,,3.075349e+002,1.651372e-004,2.692417e-001,1.073941e-002,8.529388e+002,,,,,,,,,,,
,,,,,,,3.155031e+002,1.682550e-004,2.705595e-001,1.066583e-002,8.530234e+002,,,,,,,,,,,
,,,,,,,3.236778e+002,1.915225e-004,2.720138e-001,1.183415e-002,8.531144e+002,,,,,,,,,,,
,,,,,,,3.320642e+002,2.432825e-004,2.738141e-001,1.465274e-002,8.532246e+002,,,,,,,,,,,
,,,,,,,3.406680e+002,3.297534e-004,2.762524e-001,1.935923e-002,8.533695e+002,,,,,,,,,,,
,,,,,,,3.494947e+002,4.618955e-004,2.796731e-001,2.643219e-002,8.535691e+002,,,,,,,,,,,
,,,,,,,3.585501e+002,6.184420e-004,2.845269e-001,3.449682e-002,8.538432e+002,,,,,,,,,,,
,,,,,,,3.678401e+002,8.160652e-004,2.911720e-001,4.437065e-002,8.542089e+002,,,,,,,,,,,
,,,,,,,3.773708e+002,1.031482e-003,2.999698e-001,5.466676e-002,8.546818e+002,,,,,,,,,,,
,,,,,,,3.871485e+002,1.239693e-003,3.110873e-001,6.404226e-002,8.552633e+002,,,,,,,,,,,
,,,,,,,3.971795e+002,1.419405e-003,3.244652e-001,7.147423e-002,8.559454e+002,,,,,,,,,,,
,,,,,,,4.074704e+002,1.539774e-003,3.397568e-001,7.557723e-002,8.567068e+002,,,,,,,,,,,
,,,,,,,4.180279e+002,1.571493e-003,3.562730e-001,7.518602e-002,8.575071e+002,,,,,,,,,,,
,,,,,,,4.288590e+002,1.450744e-003,3.729713e-001,6.765600e-002,8.582828e+002,,,,,,,,,,,
,,,,,,,4.399707e+002,1.212018e-003,3.880138e-001,5.509537e-002,8.589757e+002,,,,,,,,,,,
,,,,,,,4.513704e+002,7.937586e-004,3.995187e-001,3.517106e-002,8.594925e+002,,,,,,,,,,,
,,,,,,,4.630653e+002,3.782026e-004,4.062557e-001,1.633474e-002,8.598015e+002,,,,,,,,,,,
,,,,,,,4.750633e+002,1.092299e-004,4.089519e-001,4.598539e-003,8.599168e+002,,,,,,,,,,,
,,,,,,,4.873722e+002,0.000000e+000,4.096156e-001,0.000000e+000,8.599396e+002,,,,,,,,,,,
