,,,,,,,w,dV/dw,V cum,dS/dw,S cum,,,P/P0,Amount Adsorbed,Fit,Isotherm 2 >>,,P/P0,Amount Adsorbed,Fit,
,,,,,,,3.585501e+002,4.050780e-004,4.005351e-001,2.259534e-002,1.171124e+003,,,,,,,,,,,
,,,,,,,3.678401e+002,4.564079e-004,4.045357e-001,2.481556e-002,1.171344e+003,,,,,,,,,,,
,,,,,,,3.773708e+002,5.064056e-004,4.091285e-001,2.683862e-002,1.171591e+003,,,,,,,,,,,
,,,,,,,3.871485e+002,5.472727e-004,4.142904e-001,2.827198e-002,1.171861e+003,,,,,,,,,,,
,,,,,,,3.971795e+002,5.721262e-004,4.199219e-001,2.880945e-002,1.172148e+003,,,,,,,,,,,
,,,,,,,4.074704e+002,5.736289e-004,4.258403e-001,2.815561e-002,1.172442e+003,,,,,,,,,,,
,,,,,,,4.180279e+002,5.452586e-004,4.317749e-001,2.608718e-002,1.172730e+003,,,,,,,,,,,
,,,,,,,4.288590e+002,4.752726e-004,4.373820e-001,2.216451e-002,1.172992e+003,,,,,,,,,,,
,,,,,,,4.399707e+002,3.770038e-004,4.421733e-001,1.713767e-002,1.173213e+003,,,,,,,,,,,
,,,,,,,4.513704e+002,2.404037e-004,4.457025e-001,1.065217e-002,1.173371e+003,,,,,,,,,,,
,,,,,,,4.630653e+002,1.131873e-004,4.477305e-001,4.888611e-003,1.173464e+003,,,,,,,,,,,
,,,,,,,4.750633e+002,3.268999e-005,4.485375e-001,1.376237e-003,1.173498e+003,,,,,,,,,,,
,,,,,,,4.873722e+002,0.000000e+000,4.487361e-001,0.000000e+000,1.173505e+003,,,,,,,,,,,
